OrderID,Date,CustomerID,ProductCategory,Quantity,UnitPrice,TotalAmount,DeliveryStatus,PaymentMethod,Rating,Review,Country_Germany,Country_India,Country_Nan,Country_Uk,Country_Unknown,Country_Usa
1024.0,2024-04-14,C013,Electronics,-1.469078094588921,0.86571580537183,-0.770627298099349,In Transit,2,3.0,Worst delivery experience.,True,False,False,False,False,False
1025.0,2024-01-14,C044,Electronics,-1.469078094588921,0.6905980600478319,-0.8097375940542493,Returned,1,4.0,"Terrible service, not buying again. !!!",False,False,False,False,False,True
1026.0,2024-02-19,C013,Beauty,0.6897080256286015,-0.9322603556702548,-0.3893019125390713,In Transit,0,2.0,Not happy with the product.,True,False,False,False,False,False
1027.0,2024-03-04,C005,Books,1.4093033990344424,-1.1934273379207003,-0.4199832654002431,Delivered,5,3.0,Not Provided,False,False,False,False,False,True
1030.0,2024-03-16,C014,Electronics,1.4093033990344424,1.5526000650478573,2.6464662320981884,Delivered,3,4.0,Great product and fast delivery!,False,True,False,False,False,False
1031.0,2024-05-29,C031,Beauty,1.4093033990344424,-0.8265858541816351,-0.010336631045037572,Delivered,5,2.0,Satisfactory experience.,False,True,False,False,False,False
1032.0,2024-06-01,C005,Apparel,0.6897080256286015,-1.0575601217210466,-0.501238276823786,Returned,0,1.0,Fast shipping and nice product.,False,False,False,False,False,False
1034.0,2024-03-02,C017,Books,-0.7494827211830802,0.055041415380562606,-0.470219766238865,In Transit,3,5.0,"Terrible service, not buying again.",False,True,False,False,False,False
1035.0,2024-04-27,C040,Beauty,-1.469078094588921,-1.345900547211423,-1.2645633633918396,Returned,0,4.0,"Product was damaged, returned.",False,False,False,True,False,False
1038.0,2024-03-08,C008,Electronics,1.4093033990344424,-0.8386629400660488,-0.023822939995003185,In Transit,1,4.0,Fast shipping and nice product.,False,False,False,False,False,True
1041.0,2024-05-21,C046,Books,1.4093033990344424,-1.7399154741904188,-1.0302387453861872,Delivered,5,3.0,Satisfactory experience.,False,False,False,False,False,False
1042.0,2024-01-10,C024,Beauty,1.4093033990344424,-0.8839520121326001,-0.07439659855737424,In Transit,0,1.0,Great product and fast delivery!,False,False,False,True,False,False
1043.0,2024-04-03,C003,Home Decor,-0.7494827211830802,-0.25594354614308934,-0.6091287484235108,Returned,5,5.0,Loved it! Highly recommended.,False,False,False,False,False,False
1045.0,2024-03-26,C027,Apparel,-0.029887347777239386,-0.8145087682972215,-0.5713670833636071,Returned,5,4.0,Worst delivery experience.,False,True,False,False,False,False
1046.0,2024-04-30,C015,Apparel,0.6897080256286015,0.36300710543311115,0.7678233953679784,In Transit,0,3.0,Excellent packaging and quality.,False,True,False,False,False,False
1048.0,2024-04-12,C044,Beauty,-0.029887347777239386,-1.6282024297595923,-1.116551122665967,Delivered,1,3.0,Not Provided,False,False,False,False,False,False
1049.0,2024-03-08,C003,Electronics,1.4093033990344424,0.8868507056695539,1.9030334512313338,In Transit,1,2.0,Worst delivery experience.,False,False,False,False,False,False
1050.0,2024-05-10,C008,Books,1.4093033990344424,-0.6242946656177062,0.21555904386688646,In Transit,5,5.0,Worst delivery experience.,False,True,False,False,False,False
1055.0,2024-05-28,C039,Home Decor,0.6897080256286015,0.9321397777361052,1.276257242781682,In Transit,0,5.0,"Product was damaged, returned.",True,False,False,False,False,False
1056.0,2024-02-13,C043,Electronics,-0.029887347777239386,1.3880497698727212,0.9043722734863802,Returned,1,1.0,"Terrible service, not buying again.",False,False,True,False,False,False
1059.0,2024-04-12,C016,Apparel,-1.469078094588921,-1.1405900871763905,-1.2187099129619565,In Transit,4,3.0,Satisfactory experience.,False,False,False,False,False,False
1060.0,2024-04-28,C004,Beauty,-0.7494827211830802,-1.0485023073077362,-0.9631443583601081,In Transit,0,3.0,Very good quality and support.,False,False,False,False,False,False
1061.0,2024-05-23,C039,Home Decor,0.6897080256286015,1.321625797508446,1.624204013690795,In Transit,2,3.0,Satisfactory experience.,False,False,False,False,True,False
1062.0,2024-04-25,C017,Apparel,-0.029887347777239386,1.424281027525962,0.9286476295963183,In Transit,0,4.0,Not happy with the product.,True,False,False,False,False,False
1065.0,2024-04-14,C022,Beauty,0.6897080256286015,0.7721183897676241,1.1333023679120464,Delivered,4,3.0,Worst delivery experience.,True,False,False,False,False,False
1066.0,2024-05-29,C045,Electronics,1.4093033990344424,0.5532212081126264,1.5304741664885337,In Transit,5,2.0,Loved it! Highly recommended. !!!,False,False,False,True,False,False
1067.0,2024-04-09,C027,Beauty,1.4093033990344424,-0.43559019867374266,0.4262826212100992,In Transit,0,4.0,Not happy with the product.,True,False,False,False,False,False
1068.0,2024-05-04,C002,Books,-0.029887347777239386,0.7011655101966938,0.4441519805688036,Returned,0,1.0,Very good quality and support.,False,False,False,False,False,True
1069.0,2024-06-08,C035,Electronics,0.6897080256286015,-1.6312217012306958,-1.0137180169224793,Delivered,2,5.0,Satisfactory experience.,True,False,False,False,False,False
1070.0,2024-02-16,C004,Home Decor,0.6897080256286015,0.22412061776235395,0.6437493530282947,Delivered,2,4.0,Loved it! Highly recommended.,False,False,False,True,False,False
1071.0,2024-04-07,C018,Books,-0.029887347777239386,-1.2930632964671132,-0.8920040786490395,In Transit,5,2.0,"Product was damaged, returned.",False,True,False,False,False,False
1072.0,2024-03-30,C015,Electronics,-1.469078094588921,-1.6070675294618684,-1.322891649600441,Delivered,0,1.0,Great product and fast delivery!,False,False,False,False,False,False
1073.0,2024-02-09,C016,Apparel,0.6897080256286015,-1.0922817436387358,-0.5322567874087069,Returned,0,4.0,Very good quality and support.,False,False,False,True,False,False
1074.0,2024-04-04,C011,Beauty,1.4093033990344424,-1.090772107903184,-0.3053496393255354,Delivered,1,4.0,"Terrible service, not buying again.",False,False,False,False,False,False
1077.0,2024-03-29,C035,Books,-0.029887347777239386,-1.3730739904513536,-0.9456121567251529,Returned,1,1.0,Great product and fast delivery!,True,False,False,False,False,False
1078.0,2024-05-05,C007,Books,-0.029887347777239386,1.0438528221669316,0.6737563904419682,Returned,0,3.0,Worst delivery experience.,False,False,False,False,False,True
1079.0,2024-05-13,C042,Home Decor,1.4093033990344424,1.5284458932790301,2.619493614198257,In Transit,2,2.0,Worst delivery experience.,False,False,False,False,False,False
1080.0,2024-03-09,C021,Apparel,-1.469078094588921,-0.07478725787688432,-0.9806765599950635,In Transit,0,5.0,Very good quality and support.,False,False,False,False,False,False
1081.0,2024-06-05,C043,Books,-0.029887347777239386,-1.6221638868173855,-1.1125052299809775,In Transit,1,4.0,Satisfactory experience.,True,False,False,False,False,False
1082.0,2024-02-24,C023,Home Decor,-0.029887347777239386,-0.0702583506702292,-0.07271080993862854,Returned,1,3.0,"Product was damaged, returned.",False,True,False,False,False,False
1083.0,2024-05-12,C013,Electronics,-0.7494827211830802,0.7132425960811075,-0.17621823112961463,In Transit,0,1.0,Not Provided,True,False,False,False,False,False
1084.0,2024-04-24,C002,Electronics,-0.029887347777239386,-0.4295516557315358,-0.3134414246955147,In Transit,0,3.0,Not happy with the product.,False,False,False,False,False,False
1085.0,2024-04-04,C031,Beauty,1.4093033990344424,0.3267758477798701,1.2776058736766787,In Transit,1,3.0,Loved it! Highly recommended.,True,False,False,False,False,False
1090.0,2024-06-27,C009,Books,-1.469078094588921,-1.72330948109935,-1.3488527943291246,Returned,1,2.0,Very good quality and support.,True,False,False,False,False,False
1091.0,2024-04-22,C022,Apparel,-1.469078094588921,-0.23782791731646885,-1.0170895941599707,In Transit,5,4.0,"Terrible service, not buying again.",True,False,False,False,False,False
1092.0,2024-05-05,C005,Beauty,-1.469078094588921,-0.8613074760993245,-1.1563357340683655,Delivered,1,4.0,"Terrible service, not buying again.",False,False,False,False,False,True
1095.0,2024-03-08,C043,Electronics,-0.7494827211830802,-0.31632897556515766,-0.636101366323442,Delivered,5,3.0,Satisfactory experience.,False,True,False,False,False,False
1096.0,2024-04-14,C029,Beauty,0.6897080256286015,0.0006945289007011011,0.4441519805688036,Delivered,3,3.0,Not happy with the product.,False,False,False,True,False,False
1097.0,2024-06-28,C030,Electronics,-0.7494827211830802,-0.16385576627443513,-0.5679955061261157,Returned,0,3.0,Worst delivery experience.,False,True,False,False,False,False
1098.0,2024-05-19,C015,Apparel,-0.029887347777239386,-0.9201832697858411,-0.6421702053509266,Delivered,5,1.0,Satisfactory experience.,False,False,False,True,False,False
1099.0,2024-06-01,C048,Beauty,-0.029887347777239386,0.9155337846450364,0.5877811708859374,Delivered,2,2.0,Not happy with the product.,True,False,False,False,False,False
1100.0,2024-03-10,C033,Beauty,0.6897080256286015,0.9079856059672778,1.254679148461737,Delivered,4,1.0,Worst delivery experience.,False,False,False,True,False,False
1101.0,2024-06-03,C017,Electronics,-1.469078094588921,-0.38426258366498456,-1.0497938933636373,Returned,5,4.0,Not happy with the product.,False,False,False,False,False,False
1104.0,2024-06-20,C007,Apparel,-0.029887347777239386,0.7464545822632451,0.47449617570622626,Returned,3,5.0,Not happy with the product.,True,False,False,False,False,False
1105.0,2024-05-20,C003,Books,-1.469078094588921,0.14561955951366512,-0.931451532327689,In Transit,1,2.0,"Terrible service, not buying again.",True,False,False,False,False,False
1106.0,2024-05-11,C001,Beauty,0.6897080256286015,0.7555123966765553,1.1184674280670843,Delivered,0,3.0,"Product was damaged, returned.",False,False,False,True,False,False
1108.0,2024-03-14,C029,Books,-1.469078094588921,-1.6206542510818338,-1.3259260691141832,Returned,0,2.0,Satisfactory experience.,False,False,False,True,False,False
1110.0,2024-06-14,C010,Books,-0.029887347777239386,1.3472896050128251,0.8770624978626999,Returned,1,3.0,Worst delivery experience.,True,False,False,False,False,False
1111.0,2024-04-30,C016,Books,1.4093033990344424,-0.905086912430324,-0.09799763921981407,In Transit,0,2.0,Fast shipping and nice product.,False,False,False,False,False,False
1112.0,2024-02-04,C005,Home Decor,0.6897080256286015,0.3026216760110428,0.7138781595681158,Returned,1,5.0,Great product and fast delivery!,False,False,False,True,False,False
1114.0,2024-05-21,C049,Beauty,0.6897080256286015,1.016679378927001,1.3517805729014893,In Transit,0,4.0,Excellent packaging and quality.,False,False,False,False,False,False
1117.0,2024-01-26,C034,Books,-1.469078094588921,-0.9081061839014274,-1.1667876235045889,In Transit,0,2.0,"Terrible service, not buying again.",True,False,False,False,False,False
1119.0,2024-05-18,C003,Beauty,-1.469078094588921,-0.3480313260117436,-1.041702107993658,Returned,1,3.0,Excellent packaging and quality.,False,True,False,False,False,False
1120.0,2024-04-21,C007,Electronics,0.6897080256286015,-0.770729331966222,-0.24499840677443926,Returned,1,4.0,Great product and fast delivery!,False,True,False,False,False,False
1121.0,2024-03-24,C004,Home Decor,-0.029887347777239386,0.5184995861949371,0.3217637268478657,In Transit,0,5.0,Excellent packaging and quality.,False,False,False,False,False,False
1122.0,2024-04-15,C037,Apparel,-0.7494827211830802,-0.7163824454863604,-0.8147949599104864,Delivered,2,3.0,Fast shipping and nice product.,False,False,False,False,False,True
1123.0,2024-05-07,C038,Apparel,-0.7494827211830802,1.0514010008446901,-0.025171570889999745,Returned,1,2.0,Very good quality and support.,False,False,False,True,False,False
1124.0,2024-06-19,C001,Books,-0.029887347777239386,1.5797735082877882,1.0328293662348027,Delivered,5,2.0,Very good quality and support.,False,False,False,True,False,False
1125.0,2024-05-30,C020,Books,-0.029887347777239386,1.0257371933403112,0.6616187123869991,In Transit,0,3.0,Worst delivery experience.,True,False,False,False,False,False
1126.0,2024-01-28,C016,Books,1.4093033990344424,0.42037326338407605,1.3821247680389122,Returned,1,4.0,Not happy with the product.,False,True,False,False,False,False
1127.0,2024-06-17,C026,Home Decor,-1.469078094588921,-1.4968641207665938,-1.2982791357667538,Returned,4,5.0,Not happy with the product.,False,False,False,False,True,False
1128.0,2024-06-04,C023,Apparel,-0.7494827211830802,-0.2499050032008825,-0.6064314866335178,Returned,0,1.0,"Terrible service, not buying again.",False,True,False,False,False,False
1129.0,2024-03-20,C029,Electronics,1.4093033990344424,0.4566045210373171,1.4225836948888089,Returned,0,3.0,"Terrible service, not buying again.",False,False,False,True,False,False
1130.0,2024-03-24,C048,Books,-0.7494827211830802,-0.5578706932534311,-0.7439918379231669,Delivered,1,3.0,"Product was damaged, returned.",False,False,False,False,False,False
1131.0,2024-03-10,C011,Home Decor,0.6897080256286015,0.024848700669528438,0.4657300748887486,Returned,1,2.0,"Terrible service, not buying again.",True,False,False,False,False,False
1132.0,2024-01-20,C010,Apparel,0.6897080256286015,1.6461974806520634,1.9141596561150556,In Transit,5,2.0,Not Provided,False,True,False,False,False,False
1134.0,2024-06-12,C024,Electronics,-0.7494827211830802,1.1163153374734136,0.0038239933524263237,Delivered,1,5.0,Fast shipping and nice product.,False,False,False,False,False,True
1135.0,2024-06-14,C005,Books,-0.029887347777239386,0.7253196819655212,0.46033555130876236,Delivered,0,3.0,Great product and fast delivery!,False,True,False,False,False,False
1136.0,2024-03-18,C032,Electronics,-1.469078094588921,-0.3480313260117436,-1.041702107993658,Returned,0,3.0,Worst delivery experience.,True,False,False,False,False,False
1137.0,2024-04-04,C043,Beauty,0.6897080256286015,-0.8447014830082556,-0.31108132062927074,In Transit,5,4.0,Very good quality and support.,False,False,False,False,False,False
1140.0,2024-02-01,C030,Electronics,-0.7494827211830802,-1.6674529588839369,-1.2396136918344032,Delivered,1,5.0,Excellent packaging and quality.,False,False,False,False,False,True
1141.0,2024-05-24,C014,Electronics,1.4093033990344424,-0.5186201641290866,0.33356424717908556,Returned,0,3.0,Excellent packaging and quality.,False,False,False,True,False,False
1142.0,2024-02-07,C039,Electronics,-0.029887347777239386,-0.905086912430324,-0.6320554736384524,Delivered,1,3.0,Satisfactory experience.,False,True,False,False,False,False
1144.0,2024-03-08,C004,Apparel,0.6897080256286015,1.4529641065014447,1.7415349015554957,Delivered,5,3.0,Very good quality and support.,True,False,False,False,False,False
1145.0,2024-04-02,C033,Beauty,-1.469078094588921,0.995544478629277,-0.7416317338569229,Returned,0,1.0,Fast shipping and nice product.,False,True,False,False,False,False
1148.0,2024-01-17,C009,Home Decor,1.4093033990344424,1.5918505941722019,2.6902967361855765,Returned,1,1.0,Worst delivery experience.,False,False,False,False,False,False
1149.0,2024-05-15,C019,Books,1.4093033990344424,0.8611868981651749,1.874375044712657,Delivered,5,3.0,"Product was damaged, returned.",False,False,False,False,False,True
1150.0,2024-04-20,C029,Apparel,0.6897080256286015,0.29658313306883594,0.7084836359881297,In Transit,2,5.0,Worst delivery experience.,False,True,False,False,False,False
1151.0,2024-03-21,C028,Home Decor,-0.029887347777239386,0.5154803147238337,0.3197407805053708,Delivered,2,2.0,"Terrible service, not buying again.",False,True,False,False,False,False
1152.0,2024-01-22,C006,Books,-1.469078094588921,0.5049128645749718,-0.8512079940753936,Delivered,5,2.0,Fast shipping and nice product.,False,False,False,False,False,False
1154.0,2024-06-02,C020,Home Decor,-1.469078094588921,1.338231790599515,-0.6650969305658682,Delivered,0,5.0,Very good quality and support.,False,False,False,False,False,True
1156.0,2024-06-08,C040,Beauty,-1.469078094588921,-0.1457401374478146,-0.9965229730112731,Delivered,0,4.0,Not happy with the product.,False,False,False,True,False,False
1159.0,2024-02-10,C024,Home Decor,-0.029887347777239386,-1.2749476676404925,-0.8798664005940705,Delivered,0,4.0,Satisfactory experience.,False,False,False,False,False,False
1160.0,2024-01-13,C044,Electronics,-0.029887347777239386,0.9396879564138638,0.6039647416258962,Returned,2,3.0,Very good quality and support.,False,False,False,False,False,False
1161.0,2024-04-23,C027,Home Decor,-0.7494827211830802,1.368424505310549,0.1164346730846392,Delivered,1,4.0,Worst delivery experience.,False,True,False,False,False,False
1162.0,2024-03-13,C044,Beauty,0.6897080256286015,1.4590026494436514,1.7469294251354819,Returned,1,4.0,Great product and fast delivery!,False,False,False,False,False,True
1163.0,2024-04-11,C039,Electronics,-1.469078094588921,-0.5352261572201554,-1.0835096657385512,In Transit,0,3.0,Satisfactory experience.,False,False,False,True,False,False
1164.0,2024-03-15,C021,Electronics,-1.469078094588921,1.2763367254418947,-0.6789203972395829,Returned,2,1.0,Satisfactory experience.,False,False,False,False,False,True
1165.0,2024-04-07,C035,Apparel,1.4093033990344424,1.6552552950653736,2.761099858172896,Returned,1,4.0,"Terrible service, not buying again.",True,False,False,False,False,False
1166.0,2024-01-11,C028,Electronics,0.6897080256286015,-1.318727103971492,-0.734551421658191,In Transit,2,3.0,Fast shipping and nice product.,True,False,False,False,False,False
1168.0,2024-04-27,C045,Home Decor,-1.469078094588921,0.9004374272895194,-0.7628726704531188,Delivered,0,1.0,Not Provided,False,False,False,False,False,False
1169.0,2024-04-12,C034,Electronics,0.6897080256286015,0.11844611627373436,0.5493451903785354,Returned,1,4.0,Excellent packaging and quality.,False,False,False,True,False,False
1170.0,2024-02-13,C005,Beauty,-1.469078094588921,1.481647185476927,-0.6330669468096998,Returned,0,4.0,Loved it! Highly recommended.,False,False,False,True,False,False
1173.0,2024-03-23,C041,Home Decor,-0.7494827211830802,0.9200626918516915,-0.08383701482235016,Delivered,2,2.0,Very good quality and support.,False,False,False,True,False,False
1174.0,2024-03-11,C038,Electronics,-0.029887347777239386,1.338231790599515,0.8709936588352153,Delivered,1,4.0,Very good quality and support.,True,False,False,False,False,False
1175.0,2024-01-10,C004,Home Decor,-0.029887347777239386,-1.324765646913699,-0.9132450152452354,Returned,5,2.0,Fast shipping and nice product.,False,False,False,False,False,False
1176.0,2024-05-09,C025,Books,1.4093033990344424,1.6280818518254427,2.7307556630354735,Returned,5,4.0,Very good quality and support.,False,False,False,False,False,False
1177.0,2024-06-15,C013,Home Decor,1.4093033990344424,1.1419791449777927,2.1879317277993575,Returned,0,3.0,Great product and fast delivery!,False,False,False,False,True,False
1178.0,2024-01-27,C022,Electronics,1.4093033990344424,-0.7329884385774292,0.09418226331719594,Delivered,0,5.0,Very good quality and support.,True,False,False,False,False,False
1181.0,2024-06-22,C025,Home Decor,-0.029887347777239386,-0.8703652905126347,-0.6087915906997616,In Transit,5,2.0,Fast shipping and nice product.,False,False,False,False,False,True
1182.0,2024-03-30,C020,Books,-0.7494827211830802,-1.2749476676404925,-1.0642916754848504,In Transit,2,5.0,Loved it! Highly recommended.,False,False,False,False,False,True
1183.0,2024-06-20,C045,Beauty,-1.469078094588921,0.8189170975697271,-0.7810791875355724,Returned,1,5.0,Great product and fast delivery!,False,False,False,True,False,False
1184.0,2024-03-20,C012,Apparel,-0.029887347777239386,1.2068934816065162,0.7829954929366897,Delivered,0,3.0,Satisfactory experience.,False,False,False,False,False,True
1185.0,2024-01-20,C019,Electronics,1.4093033990344424,1.5375037076923403,2.6296083459107313,Returned,5,4.0,Loved it! Highly recommended.,False,False,False,False,False,False
1186.0,2024-02-03,C039,Books,-0.7494827211830802,-0.796393139470601,-0.8505336786278953,Delivered,0,4.0,Very good quality and support.,False,True,False,False,False,False
1187.0,2024-04-15,C024,Apparel,0.6897080256286015,-0.037046364488091614,0.4104362081938896,Returned,2,4.0,Excellent packaging and quality.,False,False,False,False,False,False
1189.0,2024-04-07,C033,Beauty,0.6897080256286015,-0.7979027752061527,-0.2692737628843774,Delivered,0,2.0,Not happy with the product.,False,True,False,False,False,False
1190.0,2024-06-13,C031,Home Decor,1.4093033990344424,-1.164744258945218,-0.3879532816440748,Returned,5,1.0,Not happy with the product.,False,True,False,False,False,False
1191.0,2024-02-11,C018,Books,1.4093033990344424,-0.8884809193392552,-0.07945396441361134,In Transit,5,5.0,Excellent packaging and quality.,True,False,False,False,False,False
1192.0,2024-03-30,C002,Books,-1.469078094588921,0.6513475309234874,-0.818503694871727,Returned,1,5.0,Excellent packaging and quality.,True,False,False,False,False,False
1194.0,2024-01-10,C019,Books,-0.7494827211830802,1.1012189801178967,-0.002919161122556483,In Transit,5,3.0,"Terrible service, not buying again.",False,True,False,False,False,False
1195.0,2024-03-06,C014,Apparel,1.4093033990344424,1.4635315566503067,2.547004703592192,In Transit,5,3.0,Not happy with the product.,False,False,False,False,True,False
1196.0,2024-03-18,C008,Electronics,-0.7494827211830802,0.7962725615364514,-0.13913088151720918,Returned,2,4.0,"Terrible service, not buying again. !!!",False,True,False,False,False,False
1197.0,2024-05-07,C039,Beauty,-1.469078094588921,1.3865401341371695,-0.6543078834058956,Returned,0,5.0,Satisfactory experience.,False,False,False,True,False,False
1198.0,2024-04-19,C001,Beauty,-0.029887347777239386,-0.31180006835850255,-0.2345465173382159,Returned,2,5.0,Satisfactory experience.,False,True,False,False,False,False
1199.0,2024-05-14,C024,Electronics,1.4093033990344424,1.564677150932271,2.659952541048154,Returned,5,4.0,Worst delivery experience.,True,False,False,False,False,False
1200.0,2024-01-12,C041,Books,-0.029887347777239386,-0.231789374374262,-0.1809384392621026,Returned,5,4.0,Loved it! Highly recommended.,False,True,False,False,False,False
1203.0,2024-04-27,C003,Home Decor,-0.7494827211830802,-1.5285664712131797,-1.1775766706645614,Delivered,5,5.0,Loved it! Highly recommended.,False,False,False,True,False,False
1204.0,2024-05-11,C026,Beauty,0.6897080256286015,-0.23329901010981371,0.2351141918443366,Delivered,4,4.0,Not happy with the product.,False,False,False,True,False,False
1205.0,2024-01-13,C042,Home Decor,-0.029887347777239386,-1.0303866784811158,-0.7160077468519883,In Transit,2,1.0,Worst delivery experience.,True,False,False,False,False,False
1206.0,2024-04-08,C022,Apparel,0.6897080256286015,1.2763367254418947,1.583745086840898,In Transit,1,2.0,"Terrible service, not buying again.",True,False,False,False,False,False
1208.0,2024-03-24,C043,Home Decor,-0.029887347777239386,0.9578035852404843,0.6161024196808652,Returned,2,1.0,Satisfactory experience.,True,False,False,False,False,False
1210.0,2024-04-03,C033,Apparel,-1.469078094588921,-0.9171639983147376,-1.1688105698470839,Returned,2,3.0,Great product and fast delivery!,False,False,False,False,False,True
1213.0,2024-04-11,C021,Home Decor,-0.7494827211830802,-1.0983202865809427,-0.9853967681275515,Delivered,0,2.0,Very good quality and support.,False,False,False,False,False,False
1214.0,2024-04-09,C036,Electronics,-0.029887347777239386,-0.18951957377881418,-0.15261719046717478,Returned,2,4.0,Excellent packaging and quality.,False,False,False,False,False,False
1215.0,2024-03-14,C045,Books,-0.7494827211830802,-1.0409541286299777,-0.9597727811226168,Delivered,5,2.0,Very good quality and support.,False,False,False,False,False,True
1216.0,2024-04-23,C006,Home Decor,-0.029887347777239386,-1.3987377979557327,-0.962807200636359,Returned,4,3.0,Not happy with the product.,False,False,False,False,False,True
1217.0,2024-06-28,C041,Apparel,-0.029887347777239386,1.3457799692772734,0.8760510246914524,Delivered,5,4.0,Excellent packaging and quality.,False,False,False,False,False,True
1218.0,2024-03-01,C032,Electronics,-0.029887347777239386,1.6265722160898912,1.0641850345434727,Returned,1,4.0,Very good quality and support. !!!,False,False,False,False,False,False
1220.0,2024-04-14,C037,Electronics,-0.7494827211830802,0.1607159168691822,-0.42301768491398534,Returned,5,4.0,Not Provided,True,False,False,False,False,False
1221.0,2024-06-23,C034,Home Decor,-0.7494827211830802,1.6099662229988223,0.2243251446843641,Returned,4,4.0,Satisfactory experience.,True,False,False,False,False,False
1222.0,2024-05-08,C004,Electronics,1.4093033990344424,-0.8537592974215659,-0.0406808261824602,In Transit,0,1.0,Satisfactory experience.,False,False,False,True,False,False
1223.0,2024-02-27,C023,Beauty,-0.029887347777239386,-1.3111789252937336,-0.9041417567040086,In Transit,0,3.0,"Product was damaged, returned.",False,False,False,True,False,False
1225.0,2024-02-09,C011,Beauty,1.4093033990344424,0.2875253186555257,1.2337753695892903,Returned,5,2.0,Great product and fast delivery!,False,True,False,False,False,False
1226.0,2024-01-12,C042,Beauty,-0.029887347777239386,-0.49597562809581097,-0.3579462442304013,Returned,2,5.0,Fast shipping and nice product.,False,False,False,False,True,False
1227.0,2024-05-07,C041,Beauty,-0.029887347777239386,0.06862813700052799,0.0203447218161342,In Transit,0,3.0,Worst delivery experience.,False,False,False,True,False,False
1228.0,2024-04-26,C005,Electronics,-0.7494827211830802,0.9185530561161398,-0.08451133026984844,In Transit,2,5.0,Not Provided,False,False,False,False,False,True
1229.0,2024-03-28,C039,Apparel,-0.029887347777239386,0.17430263848914757,0.09114784380345367,Returned,1,4.0,Worst delivery experience.,False,False,False,False,False,True
1230.0,2024-04-04,C033,Beauty,-1.469078094588921,0.17430263848914757,-0.9250455355764553,Delivered,2,4.0,"Terrible service, not buying again.",False,False,False,True,False,False
1231.0,2024-04-25,C016,Apparel,-1.469078094588921,-1.4862966706177319,-1.2959190317005098,In Transit,3,3.0,Fast shipping and nice product.,True,False,False,False,False,False
1232.0,2024-03-04,C011,Home Decor,1.4093033990344424,0.13354247362925145,1.0618249304772287,Delivered,0,4.0,Very good quality and support.,False,False,False,False,False,False
1233.0,2024-04-29,C032,Home Decor,0.6897080256286015,-1.656885508735075,-1.0366447421374207,Delivered,2,3.0,"Product was damaged, returned.",True,False,False,False,False,False
1234.0,2024-03-02,C014,Beauty,-0.029887347777239386,-1.4983737565021453,-1.0295644299386888,Delivered,1,2.0,Very good quality and support.,False,False,False,False,False,False
1235.0,2024-06-16,C044,Books,-0.029887347777239386,1.51938807886572,0.9923704393849058,Delivered,5,4.0,Worst delivery experience.,False,False,False,False,False,True
1236.0,2024-03-08,C047,Home Decor,0.6897080256286015,0.46264306397952387,0.8568330344377514,Delivered,2,3.0,Great product and fast delivery!,False,False,False,False,False,False
1239.0,2024-03-27,C036,Home Decor,-0.7494827211830802,-0.568438143402293,-0.7487120460556549,Returned,2,2.0,"Product was damaged, returned.",False,True,False,False,False,False
